,TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_NATURAL_INC_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
1506,76796,9259,9817,9940,10401,9487,10258,9141,5471,3022,64290,9528,300,1054,52,1572,127,4917,2.7,-1.0,4246,16159,14918,17308,6362,8.9,12.0,11.2,62817,38229,2.5,42.83261046,8.335875316,1.529288404,47.77145989,34.29617273,136.194414,25,16261,29,51,43.9,26221,36.1,21548,6.8,4040,7.7,4611,10.7,6402,2.8,1668,4
1507,17603,1960,2230,2625,2173,1986,2326,2117,1352,834,15699,1245,106,110,12,431,-40,1543,-0.1,-2.2,1349,4751,3507,2623,2242,14.0,20.7,17.8,52513,7424,3.1,9.817991066,1.910729897,0.350539921,10.95006261,7.86128872,31.21816591,0,4083,29,53,45.8,6339,34.5,4775,7.8,1075,9.0,1246,11.3,1560,3.0,419,6
1508,23957,2786,3141,2671,2671,2727,3510,3220,2149,1082,23188,135,167,73,22,372,-138,332,-2.1,-3.6,3868,6631,4464,1893,3741,15.9,24.1,22.0,42774,10832,3.9,13.3619049,2.600429253,0.477071231,14.90261035,10.69890893,42.48671254,0,5953,29,55,52.0,9642,36.8,6819,10.4,1924,12.7,2354,14.3,2658,3.8,706,6
1509,7569,789,924,707,782,857,1084,1208,757,461,7213,40,74,39,3,200,-32,133,-4.5,0.3,755,2405,1553,744,1245,16.8,25.2,23.0,41381,3576,2.7,4.221574412,0.821582378,0.150726391,4.708346527,3.380224639,13.42329704,0,2250,29,57,50.0,3003,36.2,2176,11.1,665,12.7,762,15.1,910,4.0,242,6
1510,16762,2118,2169,1759,1776,1822,2410,2403,1481,824,16164,59,156,47,12,324,76,199,0.6,3.9,2046,4785,3122,1406,2750,16.6,25.5,24.8,38765,6966,3.9,9.348927242,1.819442966,0.333792544,10.426913,7.485708204,29.72668847,0,4324,29,59,50.7,6485,37.9,4852,10.0,1284,12.0,1535,13.8,1770,3.7,470,3
1511,8313,1102,1212,905,823,927,1046,1118,788,392,8066,57,40,22,7,121,-46,152,2.9,-8.5,844,2245,1421,999,1212,14.9,26.0,24.4,51255,4048,3.0,4.636536939,0.902340376,0.165542144,5.17115665,3.712486118,14.74274915,0,2185,29,61,49.4,3062,35.0,2169,9.7,602,11.1,688,13.1,809,3.5,218,6
1512,12630,1193,1189,1835,1942,1880,1755,1358,836,642,10879,1476,69,49,14,143,40,3460,2.1,1.0,1212,4279,2492,1442,1470,16.0,13.7,12.9,48920,4829,3.1,7.044323533,1.370932148,0.251509356,7.856575062,5.640406552,22.39876359,0,2717,29,63,52.0,5439,38.3,4005,8.2,853,9.4,984,12.0,1258,3.1,322,4
1513,15441,1881,1897,1515,1722,1672,2251,2129,1489,885,14768,97,175,121,9,271,1,201,-3.1,3.2,2097,4431,2850,1599,3082,20.3,31.6,30.9,39392,6199,3.3,8.61214566,1.676054101,0.307486617,9.60517621,6.895765445,27.38395159,0,4322,29,65,50.1,5997,35.7,4277,10.7,1277,12.5,1499,14.6,1745,3.9,467,6
1514,13373,1566,1579,1220,1395,1378,1860,2137,1457,781,12861,58,114,43,1,296,101,123,-1.1,8.6,1796,4289,2544,1008,2593,19.7,29.5,27.8,36762,5009,4.6,7.458728315,1.451581601,0.266305196,8.318763128,5.972221442,23.71644224,0,3895,29,67,54.4,5687,37.7,3941,12.2,1274,14.2,1481,16.3,1702,4.3,454,6
1515,29423,4166,4030,3345,3166,3425,3843,3597,2433,1418,25450,3057,142,182,6,586,-663,671,-2.1,-20.3,4919,7497,5022,2631,7462,26.1,38.1,36.7,37331,12102,5.5,16.41054088,3.193740031,0.585919224,18.30277182,13.13995898,52.18042923,0,7240,29,69,54.0,11820,39.4,8627,10.7,2349,13.5,2947,15.7,3437,4.1,899,5
1516,103670,12832,13129,12291,12399,11947,15698,13206,8002,4166,100110,1032,420,557,69,1482,382,858,1.6,2.1,8476,23225,24949,14241,9383,9.2,13.2,12.1,58738,52287,3.1,57.82145849,11.25293237,2.064447742,64.48860939,46.29777888,183.854301,13,22817,29,71,48.3,38545,36.6,29224,7.7,6130,9.1,7300,11.0,8774,3.0,2379,2
1517,14705,1565,1762,1553,1550,1579,2164,2158,1440,934,14302,80,48,70,5,200,-13,250,-3.3,2.4,1340,4155,3073,2003,1697,11.8,17.4,16.3,52282,7752,2.9,8.201645096,1.596164468,0.292830173,9.14734254,6.56707667,26.07868714,0,4445,29,73,47.1,5505,32.8,3830,9.0,1056,10.1,1184,12.5,1457,3.4,391,6
1518,6628,951,830,751,755,705,872,801,531,432,6429,42,28,35,0,94,-27,177,-0.5,-3.6,488,1942,1270,813,1007,15.5,19.6,19.5,43731,3584,2.4,3.696736055,0.719440877,0.13198765,4.122991252,2.959985323,11.75447388,0,1683,29,75,47.6,2376,33.5,1671,9.3,464,10.4,521,12.7,634,3.5,173,6
1519,291923,34428,35870,52722,37251,32345,34390,31598,20625,12694,264072,9949,2261,6594,361,8686,2104,11279,2.7,4.5,15773,52936,62556,56756,43423,15.5,16.5,16.7,44799,148502,2.6,162.8186903,31.68698539,5.813251455,181.5926336,130.3693113,517.7129267,163,60988,29,77,44.2,101976,32.3,74602,7.1,16398,8.4,19462,11.2,25867,2.9,6728,3
1520,9914,1368,1271,1184,1083,958,1256,1235,920,639,9525,96,51,99,4,139,-56,350,0.5,-6.2,819,2704,1969,1272,1583,16.6,25.8,25.3,40315,4536,3.6,5.529487214,1.076122036,0.197423892,6.167069292,4.42747352,17.58205402,0,2793,29,79,47.4,3571,33.1,2495,9.2,696,10.3,778,12.5,942,3.5,261,6
1521,8414,1075,1144,812,914,852,1094,1153,788,582,8148,51,52,33,10,120,-114,145,-1.9,-11.5,753,2693,1485,953,1277,15.5,22.5,20.8,40639,3828,3.1,4.692869217,0.913303491,0.167553422,5.233984368,3.757591506,14.92186832,0,2484,29,81,54.3,3465,38.8,2475,10.6,676,11.9,758,15.0,956,3.9,247,6
1522,21792,2659,2592,2285,2466,2368,3076,3028,2179,1139,20813,293,160,86,20,420,92,233,-2.3,6.5,1876,6578,4646,2395,3606,16.8,23.9,22.4,44978,9795,3.6,12.15438626,2.36542782,0.433958187,13.55585778,9.732045889,38.64717784,8,5958,29,83,52.7,8950,35.9,6102,10.0,1704,11.5,1954,14.0,2383,3.7,626,6
1523,9509,853,944,673,775,880,1404,1778,1526,676,9135,61,107,19,10,177,88,75,-4.2,13.5,1105,3175,2299,732,1677,17.8,34.5,32.3,35025,3834,4.1,5.303600355,1.032161029,0.189358865,5.915136363,4.246605376,16.86380388,0,3794,29,85,54.9,4323,37.7,2969,12.8,1010,13.8,1086,17.0,1337,4.5,354,6
1524,4404,484,493,389,434,509,654,665,435,341,4264,17,51,16,1,55,-5,101,-4.3,3.2,301,1449,895,653,572,13.3,19.7,18.1,47191,2644,2.4,2.456310439,0.478035248,0.0876997,2.739537337,1.966773591,7.810305214,0,1389,29,87,49.6,1731,35.6,1243,10.0,350,10.8,377,13.7,478,3.7,128,6
1525,10137,1215,1424,1346,1168,1007,1313,1353,791,520,9279,514,78,37,10,219,15,718,4.1,-2.7,761,2530,1674,1606,1233,13.1,18.2,16.9,45767,4973,2.8,5.653864423,1.100327726,0.201864636,6.305787918,4.527062646,17.97753496,0,2395,29,89,46.6,3700,33.9,2691,8.5,675,9.6,761,12.1,958,3.3,259,6
1526,40076,5213,5226,4721,4583,4646,5164,5022,3488,2013,38449,219,306,304,26,772,-8,608,-1.1,0.9,3473,10783,8506,4499,8371,21.3,30.6,28.6,36762,16233,3.6,22.35220189,4.350077337,0.798059301,24.92954095,17.89746104,71.07306807,12,9866,29,91,49.7,15186,35.7,10901,9.8,2994,11.8,3591,14.0,4266,3.7,1126,5
1527,10177,1082,1250,1035,1120,1238,1490,1479,941,542,9749,157,76,15,0,180,-28,276,-6.7,4.0,1411,3104,2032,803,1966,19.9,29.8,27.0,37755,3544,5.4,5.676174236,1.104669554,0.202661181,6.330670182,4.544926166,18.04847324,0,2880,29,93,54.1,4351,40.0,3218,10.4,840,12.4,996,14.5,1164,3.8,304,6
1528,700307,92110,88182,99845,99685,82350,90455,77909,43858,25913,491222,166975,4215,13608,2120,22167,2587,11067,3.6,0.1,45492,133015,145567,144748,89787,13.0,19.0,17.7,55864,363146,3.7,390.5929597,76.01531115,13.9456661,435.6306027,312.7487087,1241.964445,274,136794,29,95,44.0,235337,34.9,186829,6.7,36009,7.8,41587,11.7,62470,3.0,16187,1
1529,120636,16614,16556,16860,15947,14356,14396,13027,8135,4745,109483,2840,2217,1541,620,3935,554,2487,3.7,1.0,10108,26762,23227,17854,19498,16.6,22.7,20.4,46596,56624,2.7,67.28416578,13.09451865,2.40230267,75.04242194,53.87459104,213.9427747,88,23997,29,97,45.8,41462,36.1,32674,7.6,6897,9.3,8401,11.4,10324,3.1,2776,4
1530,224347,27650,29055,26174,30076,28986,33378,27478,15006,6544,215517,2591,780,1761,78,3620,598,1984,1.6,1.2,17126,48743,56558,30916,19327,8.7,10.4,9.4,65150,116200,3.1,125.1284918,24.35190139,4.467566872,139.5565357,100.19068,397.8697874,67,44346,29,99,46.7,80437,32.5,56026,7.1,12262,8.7,15022,10.6,18248,2.8,4742,2
1531,53652,6535,7510,12551,6553,5102,5867,4937,2966,1631,47962,2691,343,960,178,1518,-107,3684,5.7,-7.7,2478,9392,10336,8808,7032,14.1,13.9,12.9,52151,22777,3.7,29.92415251,5.823693714,1.068406967,33.37458157,23.96033985,95.14952211,0,8743,29,101,40.0,16901,33.0,13931,5.9,2509,7.0,2970,8.8,3723,2.4,1030,5
1532,3947,478,536,401,381,420,561,530,413,227,3840,21,17,14,0,55,-28,87,0.3,-7.3,320,1233,701,422,640,16.6,27.5,26.4,39309,1922,2.8,2.201420822,0.428429864,0.078599163,2.455257464,1.762682871,6.999835304,0,1111,29,103,47.7,1445,33.7,1021,9.9,299,11.2,339,13.5,409,3.6,110,6
1533,35713,4808,4773,4078,4206,4222,4932,4276,2902,1516,34115,331,271,233,31,732,258,345,3.8,3.5,3964,9453,7182,3546,5403,15.4,22.2,20.9,44562,16785,3.7,19.91875901,3.876492463,0.711176061,22.21550793,15.94899756,63.33547459,4,8182,29,105,49.5,13298,35.0,9410,9.0,2421,11.0,2948,12.8,3455,3.4,916,5
1534,32598,3938,4280,3703,3727,3902,4610,4076,2661,1701,30726,722,214,165,61,710,-7,724,0.1,-0.2,2125,9738,6175,4527,3516,11.0,14.6,13.5,53389,16991,3.2,18.18138231,3.538372618,0.649145052,20.27780157,14.55787591,57.81115562,2,8174,29,107,49.0,12315,35.0,8794,8.3,2098,9.5,2398,12.2,3060,3.2,799,2
1535,38359,5147,5430,4238,4436,4531,5122,4470,3058,1927,36672,228,442,212,39,766,76,559,2.1,-0.1,4277,9441,7879,3902,5831,15.5,23.5,22.4,45074,18100,3.0,21.39455316,4.163704376,0.76386757,23.86146974,17.13066943,68.02804217,0,9049,29,109,48.4,13883,35.1,10071,9.3,2677,11.1,3182,13.1,3769,3.5,1007,6
1536,9855,1140,1409,1379,1081,1023,1330,1168,824,501,9272,311,49,45,8,170,-109,788,0.3,-11.3,850,2995,1771,912,1405,15.4,21.5,20.4,48179,5099,2.8,5.496580239,1.06971784,0.196248987,6.130367952,4.401124827,17.47742005,0,2396,29,111,48.9,3756,36.5,2804,8.5,657,10.0,766,12.1,933,3.2,247,5
1537,57686,7972,7931,7482,7625,6950,8207,6497,3389,1633,54891,1150,234,323,33,1055,1552,632,5.0,22.2,4273,15381,11028,5802,6055,10.6,15.3,14.9,62238,27367,3.3,32.17409718,6.261567054,1.148738617,35.88395796,25.76187588,102.3036482,4,9951,29,113,45.6,19641,35.8,15404,7.3,3125,9.1,3918,10.8,4652,2.8,1217,2
1538,12037,1447,1644,1341,1263,1304,1635,1641,1089,673,11667,102,40,37,7,184,-135,152,-2.6,-8.6,922,3845,2302,1287,1976,16.7,25.7,23.3,44992,5133,4.7,6.713580552,1.30656455,0.239700564,7.487695488,5.375579863,21.34710351,0,3264,29,115,48.2,4439,33.7,3101,9.1,841,10.6,972,12.7,1169,3.4,315,6
1539,15146,1708,1734,1943,2050,1963,1915,1709,1245,879,14155,575,76,110,3,227,-17,1997,-2.0,0.9,1501,4140,2989,2067,2045,15.6,20.7,19.7,48749,7500,2.5,8.447610787,1.644033121,0.301612091,9.421669508,6.764021982,26.86078174,0,3870,29,117,45.5,5454,33.7,4037,8.3,999,10.0,1202,12.0,1432,3.2,389,6
1540,23078,3254,3274,2702,2747,2849,3256,2628,1637,731,20087,515,717,346,585,828,299,157,5.8,7.2,3530,6106,3632,1779,4083,17.9,26.2,25.7,40204,10507,3.0,12.87164675,2.505017586,0.459567136,14.35582259,10.30635807,40.92784372,0,4923,29,119,51.1,8749,37.9,6491,9.5,1622,11.8,2021,14.0,2390,3.6,616,3
1541,15153,1800,1973,1559,1594,1718,1997,2053,1536,923,14367,367,59,69,10,281,-88,286,-0.7,-5.0,1302,4673,2898,1649,2064,13.9,21.8,20.0,45440,7661,2.9,8.451515004,1.644792941,0.301751487,9.426023904,6.767148098,26.87319594,0,4479,29,121,51.4,5999,36.4,4253,9.8,1141,11.0,1285,13.6,1590,3.6,420,6
1542,12188,1532,1542,1390,1357,1481,1678,1578,1047,583,11755,73,66,122,6,166,-50,167,-3.4,-0.7,1528,2950,2789,1297,1982,16.6,24.5,23.0,40191,5464,3.6,6.797800097,1.32295495,0.242707525,7.581626037,5.443014652,21.61489554,0,3126,29,123,48.0,4492,35.7,3344,9.2,864,10.9,1021,13.0,1219,3.4,322,6
1543,8769,869,1090,931,941,1030,1366,1247,836,459,8452,61,69,36,2,149,-54,67,-3.8,-2.3,862,2554,2026,891,1205,13.9,19.7,18.0,46371,3874,3.3,4.89086881,0.951837213,0.174622767,5.454814467,3.91613025,15.5514456,0,2377,29,125,48.7,3401,35.6,2488,9.5,665,11.0,769,13.2,925,3.5,245,6
1544,28592,3625,3795,3683,3412,3291,3693,3548,2131,1414,26222,1381,70,214,26,679,-21,1371,1.6,-2.3,2225,7348,5664,4023,3686,13.5,19.0,17.7,49393,14450,3.1,15.94705451,3.103538557,0.569370983,17.78584277,12.76884435,50.70668635,8,6636,29,127,44.3,9727,35.0,7680,8.6,1878,9.9,2168,12.1,2647,3.3,717,5
1545,3641,454,496,375,354,381,483,539,309,250,3520,16,20,30,1,54,-36,51,4.9,-14.8,251,1153,612,442,439,12.2,19.6,19.2,46014,1910,3.1,2.030750751,0.395214881,0.072505587,2.264908139,1.62602694,6.457157422,0,1037,29,129,48.4,1342,33.6,932,9.4,260,10.3,285,12.8,355,3.4,95,6
1546,25336,3175,3300,2823,3029,2893,3469,3378,2125,1144,24410,176,162,107,52,429,130,271,1.7,3.6,2310,7415,4609,2852,4204,16.9,24.8,23.1,47225,12112,3.7,14.13103571,2.750113769,0.50453215,15.76042643,11.31475379,44.93230992,0,6151,29,131,48.4,9403,35.0,6796,9.3,1805,10.8,2103,12.7,2465,3.4,666,6
1547,13336,1496,1569,1797,1738,1781,1806,1500,1101,548,9770,3291,53,40,2,180,-244,1846,-4.3,-14.0,2480,3848,2188,1204,3069,26.8,35.3,32.6,34735,5937,3.8,7.438091737,1.44756541,0.265568391,8.295747033,5.955697686,23.65082433,0,3068,29,133,55.1,5808,40.0,4213,10.4,1093,12.9,1356,16.0,1686,4.1,429,6
1548,16121,2132,2157,2020,2226,2104,2040,1675,1106,661,15105,647,65,69,11,224,99,1377,1.8,4.4,1679,4501,2434,2017,1723,11.7,15.3,14.3,57047,7223,3.0,8.991412485,1.749865175,0.321027897,10.02817471,7.199445291,28.58990244,0,3467,29,135,46.4,5649,35.8,4363,7.6,928,9.2,1122,11.0,1340,2.9,357,4
1549,8664,1019,1054,806,897,935,1231,1314,891,517,8161,239,52,36,2,174,54,128,1.0,5.3,644,2957,1735,786,1158,13.6,22.5,21.5,46216,3960,3.6,4.83230555,0.940439915,0.172531834,5.389498522,3.869238509,15.3652326,0,2514,29,137,51.2,3468,37.3,2525,10.1,682,11.4,770,13.9,942,3.7,250,6
1550,11534,1294,1467,1187,1252,1312,1716,1607,1011,688,11025,208,33,64,4,200,106,394,-2.7,11.9,1294,3656,2098,1121,1591,14.3,21.5,20.5,48951,5693,2.9,6.43303465,1.251966065,0.229684,7.17480101,5.150946094,20.45505457,0,3177,29,139,49.0,4409,34.0,3061,10.1,913,11.8,1061,13.9,1247,3.7,334,6
1551,20358,2548,2510,2006,2013,2009,2845,3138,2218,1071,19529,180,172,99,9,369,240,302,-2.0,13.8,2945,5701,3753,1831,3250,16.3,26.0,24.6,45276,7945,4.3,11.35457945,2.209773291,0.405402017,12.66382859,9.091638684,36.10404032,0,6188,29,141,52.0,8159,36.2,5684,11.5,1804,13.5,2118,15.5,2431,4.2,652,6
1552,17296,2150,2182,1952,1943,2081,2442,2273,1467,806,14091,2738,48,66,10,343,-269,332,-0.9,-14.6,2694,5435,2578,1561,3089,18.3,26.6,23.7,38093,8046,4.8,9.646763249,1.877406368,0.344426431,10.75909123,7.724186201,30.67371457,0,4377,29,143,55.8,7417,36.8,4890,10.4,1383,12.9,1718,16.2,2155,4.0,533,6
1553,58266,7324,7916,6882,6748,6852,8030,7202,4850,2462,52684,590,1510,880,614,1988,18,880,1.5,-1.1,5201,13464,12748,7708,9144,16.0,22.5,21.6,49220,27232,3.0,32.49758947,6.324523558,1.160288532,36.2447508,26.02089692,103.3322533,0,13667,29,145,47.8,21236,35.1,15609,8.5,3785,9.8,4349,12.3,5485,3.3,1447,4
1554,22304,1973,3476,5804,2232,1916,2356,2120,1410,1017,20964,668,89,329,4,250,-104,3652,3.0,-7.7,938,4805,3253,3466,3715,19.8,13.8,13.7,46698,10650,2.9,12.43995187,2.421003217,0.444153974,13.87435077,9.960698949,39.5551879,0,4356,29,147,38.6,7253,31.9,5987,6.6,1233,7.9,1476,9.3,1739,2.7,498,5
1555,10541,1287,1287,1031,1007,1109,1561,1528,1149,582,10065,45,155,35,9,232,-6,121,-3.2,2.8,1379,3051,2227,929,2468,23.8,37.7,35.1,32720,3936,3.5,5.879193536,1.144180188,0.209909749,6.557098791,4.707484201,18.69401164,0,3347,29,149,53.1,4336,35.3,2882,11.7,953,13.5,1105,16.2,1325,4.2,345,6
1556,13714,1648,1911,1601,1544,1688,2012,1642,1040,628,13451,57,54,30,11,111,51,405,4.5,-0.6,934,4051,2504,1747,1222,9.2,10.1,9.4,58855,6996,2.4,7.648919472,1.488595683,0.273095749,8.530884434,6.124507953,24.32119112,0,3017,29,151,43.2,4550,31.4,3311,7.6,801,8.8,924,10.8,1142,2.9,304,4
1557,9017,832,998,722,777,904,1319,1660,1204,601,8698,19,97,17,0,186,-186,123,-6.5,-13.8,1177,3079,1802,842,1962,22.0,33.2,30.2,34367,3461,5.2,5.029189652,0.978756546,0.179561351,5.609084508,4.026884076,15.99126297,0,3114,29,153,58.1,4253,40.4,2959,13.5,986,14.9,1095,17.9,1309,4.7,346,6
1558,16272,2334,2227,1945,1828,1895,2161,1986,1214,682,11524,4244,81,75,12,336,-545,202,0.7,-33.8,2536,4563,2624,1337,4664,29.1,44.5,40.9,31831,6349,5.5,9.07563203,1.766255575,0.324034857,10.12210526,7.26688008,28.85769447,7,3691,29,155,57.6,6963,40.4,4884,10.1,1217,12.9,1557,16.4,1985,4.1,497,6
1559,19150,2297,2577,2286,2168,2355,2698,2468,1401,900,18573,126,111,113,22,205,-44,286,-0.8,-1.4,1631,5840,3507,2088,2040,10.9,14.9,13.3,53871,10173,2.3,10.68082309,2.07865009,0.381346332,11.9123842,8.552160369,33.9617041,0,4591,29,157,47.1,6908,34.4,5050,8.2,1206,10.0,1463,11.7,1722,3.1,458,6
1560,42542,5697,5810,5426,5487,4702,5548,4982,2897,1993,39314,1401,327,373,139,988,38,851,2.8,-1.9,4189,9690,9050,5159,6885,16.6,23.3,21.1,45254,20716,4.1,23.72760188,4.617751025,0.847166353,26.46353256,18.99874707,75.44641336,9,9293,29,159,47.0,15060,35.7,11451,8.5,2733,9.9,3191,12.3,3932,3.3,1054,5
1561,44732,5014,6384,8143,5093,4605,5470,4902,3210,1911,40524,993,376,1747,43,1049,46,3014,1.1,0.0,3420,8361,7912,8232,7517,18.1,21.8,20.4,43079,19662,3.1,24.94906416,4.8554661,0.890777239,27.82583655,19.97677481,79.33028448,18,9354,29,161,42.5,15048,33.8,11968,7.7,2718,8.9,3138,10.8,3834,3.0,1066,5
1562,18504,2283,2120,2526,2413,2285,2467,2163,1458,789,16651,1457,44,57,4,291,-42,2372,1.2,-3.5,2048,5771,2916,2065,2557,15.9,20.5,20.8,43591,7674,3.6,10.32051961,2.00852957,0.368482117,11.51053562,8.263664516,32.81605079,0,4252,29,163,47.9,6917,35.3,5094,8.4,1219,10.0,1438,12.2,1765,3.2,461,6
1563,102985,13337,13491,12916,14460,13899,13697,11375,6608,3202,88618,7599,578,3029,508,2653,1766,869,5.8,11.5,3110,14600,21292,27998,5925,5.8,7.4,6.6,82567,57812,2.6,57.43940294,11.17857856,2.050806894,64.06250061,45.99186609,182.6394829,0,18623,29,165,35.7,28000,30.5,23938,5.7,4453,6.3,4922,9.2,7217,2.4,1916,2
1564,32201,3895,4719,4768,3471,3533,4118,3643,2593,1461,30821,311,236,274,15,544,435,1514,-1.1,14.7,2522,7499,6072,4111,4965,16.2,23.8,22.7,45336,14329,3.6,17.95995741,3.495279976,0.641239334,20.0308451,14.38058047,57.10709314,8,7355,29,167,47.2,11737,34.2,8501,8.4,2086,9.9,2456,11.8,2940,3.2,796,3
1565,52014,6730,8822,12256,7946,5089,4532,3461,2088,1090,40510,6493,615,1623,375,2398,168,9953,8.8,-5.6,2492,8010,10989,7509,6350,15.2,16.6,16.6,52532,14629,3.6,29.01056566,5.645895863,1.035788414,32.35565283,23.22882869,92.24459932,0,6246,29,169,39.6,16081,33.5,13615,4.8,1936,6.1,2469,7.9,3229,2.1,864,5
1566,4757,571,588,455,475,491,656,688,513,320,4656,9,10,26,1,55,-39,57,0.2,-8.4,358,1373,986,632,675,14.4,22.5,21.9,40866,2440,3.4,2.653194541,0.516351879,0.094729217,2.959123323,2.124419158,8.436335582,0,1486,29,171,48.8,1808,36.8,1362,10.6,393,11.4,423,14.3,529,3.9,143,6
1567,10212,1062,1293,988,1088,1261,1530,1540,1015,435,9861,147,24,23,14,143,-10,54,1.5,-2.3,832,3564,1884,990,923,9.1,13.3,11.7,57549,5618,2.8,5.695695323,1.108468654,0.203358159,6.352442164,4.560556746,18.11054424,0,2800,29,173,47.9,3857,34.6,2788,9.1,732,10.4,837,12.5,1011,3.3,268,5
1568,24763,2904,3029,3468,3261,3205,3284,2788,1779,1045,22430,1379,137,197,6,614,-169,2255,2.0,-8.9,2345,6078,6122,2626,3960,17.6,26.1,24.0,44975,10257,3.8,13.81144764,2.687917085,0.493121631,15.40398799,11.05885886,43.91611899,8,5586,29,175,46.9,9087,38.2,7405,8.1,1577,9.8,1903,11.7,2271,3.2,611,5
1569,22883,2671,2950,2581,2570,2753,3423,3018,1935,982,21912,339,145,85,25,377,44,311,-1.6,3.5,2035,7256,4303,2189,2220,9.9,14.6,12.6,58693,11048,3.6,12.76288641,2.483851175,0.455683975,14.23452155,10.21927341,40.58201958,0,5551,29,177,49.8,8830,35.7,6333,8.3,1480,10.1,1791,12.3,2184,3.2,563,2
1570,6254,600,747,605,667,726,956,910,646,397,5930,65,69,12,1,177,-14,101,-6.7,4.6,991,1908,1213,512,1240,20.3,33.0,30.4,36592,3039,3.1,3.488139302,0.678844787,0.124539946,3.890342077,2.792961407,11.09120091,0,1916,29,179,52.4,2637,35.9,1807,11.0,551,12.7,640,14.6,736,3.9,197,6
1571,13401,1746,1592,1423,1492,1596,1854,1817,1223,658,12901,81,131,46,4,238,-168,63,-4.6,-7.8,1921,4034,2603,1044,3116,23.5,34.0,32.1,32802,5129,5.2,7.474345184,1.45462088,0.266862778,8.336180713,5.984725907,23.76609904,0,3623,29,181,55.9,5771,37.5,3872,11.3,1164,13.7,1419,15.6,1610,4.1,423,6
1572,399182,49218,53084,48605,55760,50781,55649,45344,26420,14321,358794,20376,975,10773,246,8018,3937,5448,3.9,6.1,13874,66271,83702,99685,22272,5.7,7.0,6.3,82048,221947,2.5,222.6418968,43.32948826,7.949169274,248.3138041,178.2698945,707.9321653,39,74900,29,183,42.6,130626,33.7,103296,5.9,18102,6.6,20338,9.4,28790,2.4,7497,2
1573,9395,1004,1036,861,898,989,1333,1451,1132,691,9038,64,82,26,2,183,10,207,-3.9,5.0,1105,2958,1965,935,1669,18.2,29.6,29.7,37013,3781,4.4,5.240017387,1.01978682,0.18708871,5.844221909,4.195694343,16.66162977,0,3278,29,185,54.8,4117,37.4,2811,11.5,862,12.5,940,15.1,1136,4.1,307,6
1574,17888,2038,2203,1994,1964,2005,2742,2605,1459,878,17270,152,58,54,141,213,75,277,-0.7,4.9,1430,5054,3908,2239,1720,9.8,13.9,12.8,59043,9195,2.8,9.976948485,1.941665421,0.35621531,11.12734875,7.988566302,31.7236012,0,4593,29,186,46.8,6555,33.5,4693,8.9,1240,10.1,1421,12.3,1718,3.3,461,6
1575,66692,7392,8041,9166,9368,8830,8852,7524,4848,2671,62055,3134,293,268,39,903,39,7019,-1.6,2.2,7265,17580,15267,6555,11341,19.0,24.6,23.3,45584,26504,3.7,37.19715163,7.239129597,1.328080919,41.48619984,29.78384749,118.2754031,10,14643,29,187,52.8,27758,39.5,20773,8.3,4356,10.1,5296,11.9,6253,3.1,1641,5
1576,996945,118621,124831,126172,126009,116244,135937,125657,74880,48594,679494,247870,2143,45149,221,22068,297,19326,1.3,-1.0,46247,146184,199438,297633,102720,10.5,15.7,14.9,66992,525125,3.0,556.0414192,108.2140895,19.8528104,620.1562332,445.2236825,1768.039222,468,235062,29,189,40.7,316527,29.9,232448,6.8,52875,6.7,52225,10.4,81047,2.9,22399,2
1577,22895,2769,3198,3075,2669,2543,2933,2751,1826,1131,20377,1242,211,207,264,594,-29,1488,-0.7,-0.4,2423,5990,4065,2731,3188,14.8,20.0,18.5,43776,10732,3.0,12.76957936,2.485153724,0.455922939,14.24198623,10.22463246,40.60330106,7,5380,29,195,50.2,8920,36.8,6541,8.6,1532,10.1,1801,12.8,2274,3.4,599,5
1578,4599,662,600,570,445,499,612,551,409,251,4514,6,15,14,0,50,85,47,6.8,11.6,425,1386,801,342,764,16.9,27.3,28.1,39463,1977,4.1,2.565070778,0.499201659,0.091582861,2.860838378,2.053858253,8.156129355,0,1136,29,197,49.3,1697,37.2,1281,9.7,334,11.3,391,13.2,453,3.6,122,5
